mmedia,emedia,chi,c,temperaturas
0.9992999441964285,-1.9972466517857144,-501.53414661064744,-926.7845538035035,1.0
0.9985856584821429,-1.9944771205357144,-364.53670555513486,457.9941669708674,1.0927857142857142
0.997328125,-1.9897271205357143,-158.1527837103807,2366.6386979191557,1.1855714285714285
0.9953800223214285,-1.9824821428571429,113.01100270710971,4492.514315000992,1.2783571428571427
0.9925532924107143,-1.9721869419642857,502.78787032933377,7183.300282788563,1.371142857142857
0.9884933035714286,-1.9580714285714285,1102.2269905536866,10552.616248932927,1.4639285714285712
0.9826766183035714,-1.9383018973214285,2002.9581350568303,14526.271992156613,1.5567142857142857
0.9758205915178572,-1.9158342633928571,3031.0384472219484,18223.11584627811,1.6495
0.9652952008928571,-1.8838805803571428,5231.952828374529,24344.114422776674,1.7422857142857142
0.9503468191964286,-1.8420033482142857,9452.184830307247,31550.445976658713,1.8350714285714285
0.9326720610119048,-1.79459375,13868.401509788539,38926.014582647884,1.9278571428571427
0.9057058221726191,-1.731963913690476,25356.741329301676,48454.93368424137,2.0206428571428567
0.8600930059523809,-1.6483893229166666,70647.87559778735,65705.21700635063,2.1134285714285714
0.7892709263392857,-1.5412008928571428,154023.07902160115,85356.72669351012,2.2062142857142857
0.662587890625,-1.4040199032738094,348388.10543714656,104967.94526442558,2.299
0.6670777529761904,-1.4021994047619049,320143.5689543532,101658.07085415184,2.3
0.6653976004464286,-1.400310081845238,319564.06010405894,100801.89666718434,2.302261306532663
0.6651587611607143,-1.4008104538690476,323995.7626328205,100359.0683575563,2.3045226130653265
0.6527735305059523,-1.3914043898809523,345514.7626185713,102985.8820455091,2.3067839195979896
0.6525691034226191,-1.3894968377976191,339615.75462493807,101971.90368626604,2.309045226130653
0.6653092447916666,-1.3969235491071428,313943.25132361864,99141.72475955989,2.311306532663316
0.6495662202380953,-1.3855158110119048,336223.9434099642,100856.27921216509,2.3135678391959797
0.652775390625,-1.3851631324404763,317585.96292828507,99147.48609409276,2.315829145728643
0.6450406436011905,-1.3794002976190476,340531.7972732222,101611.34932318059,2.3180904522613064
